track_id,acoustic,danceable,energetic,instrumental,lively,speechy,happy
14335,0,0,1,0,0,0,1
14336,0,0,1,1,0,0,1
14337,1,1,1,1,0,0,1
14338,0,0,1,0,0,0,0
14339,0,0,1,1,1,0,0
14340,1,1,0,1,0,0,0
14341,0,1,0,1,0,0,0
14342,0,1,0,1,0,0,1
14343,0,1,1,0,1,0,1
14344,0,1,0,1,0,0,0
14345,1,1,0,1,0,0,0
14346,1,0,0,0,0,0,0
14347,0,1,0,1,0,0,1
14348,1,1,1,1,0,0,0
14350,0,0,0,1,0,0,0
14351,1,1,0,0,0,1,1
14352,1,1,1,0,0,1,1
14353,0,1,0,0,0,1,0
14354,0,1,1,0,0,1,1
14355,1,1,1,1,0,0,0
14356,0,1,1,0,0,1,1
14358,0,1,0,1,0,1,1
14359,0,1,1,0,1,1,1
14360,0,0,0,0,0,1,1
14361,1,1,0,0,1,1,1
14363,0,1,1,1,0,0,0
14364,0,1,1,1,0,0,1
14365,0,1,0,1,0,0,0
14366,0,1,1,0,0,1,1
14367,0,1,1,0,0,1,0
14369,0,0,1,0,0,1,1
14371,0,1,1,0,0,1,1
14372,0,1,0,0,0,1,0
14373,0,1,0,0,0,1,1
14377,0,0,0,0,0,1,0
14378,0,0,0,0,0,1,1
14379,0,1,0,0,1,0,1
14380,1,1,1,0,1,1,1
14381,0,1,0,0,0,1,1
14382,0,1,0,0,0,1,1
14383,0,1,0,0,0,0,0
14386,0,1,0,0,0,1,0
14387,1,0,1,0,1,1,0
14388,1,1,0,0,0,1,1
14389,0,1,1,0,0,0,1
14390,0,1,0,0,0,1,0
14391,0,1,0,0,0,0,0
14392,0,1,1,0,0,0,1
14405,0,1,0,0,0,0,0
14406,0,1,0,0,0,0,0
14407,0,1,0,0,0,0,1
14408,0,0,0,0,0,0,0
14409,0,1,0,0,0,0,1
14411,0,0,0,0,0,0,1
14412,0,1,0,1,0,0,0
14413,0,1,0,0,0,0,1
14414,0,1,0,0,0,0,0
14416,0,0,0,1,0,0,1
14417,0,1,0,1,1,0,1
14418,0,0,0,1,0,0,1
14419,0,0,0,0,0,0,1
14420,0,0,0,1,0,0,1
14421,0,1,0,1,0,0,1
14422,0,0,0,0,0,0,1
14424,0,1,0,1,0,0,1
14483,0,1,0,1,0,0,0
14484,0,0,0,1,0,0,0
14485,0,0,0,1,0,0,0
14486,0,0,1,0,0,1,0
14487,0,0,0,1,0,0,0
14494,1,1,0,0,0,1,1
14495,1,1,0,0,0,1,1
14496,1,0,0,1,0,0,0
14497,0,0,0,1,0,0,0
14498,1,1,0,1,0,0,1
14499,1,1,0,1,0,0,1
14516,1,1,0,1,0,1,1
14517,0,1,0,0,1,0,1
14518,1,0,1,1,0,1,1
14519,1,1,0,1,0,0,0
14520,0,1,0,0,0,0,1
14521,1,0,0,0,1,1,1
14522,0,1,0,0,0,1,1
14523,1,1,1,0,0,0,1
14524,1,1,0,1,0,1,1
14525,0,1,0,0,0,0,1
14527,1,1,0,1,0,0,1
14529,0,1,0,0,0,0,0
14530,0,1,0,0,0,0,0
14531,0,0,0,1,0,0,0
14532,0,1,0,1,0,0,0
14533,0,1,0,1,0,0,1
14534,1,1,0,0,0,0,0
14536,0,1,0,1,1,0,0
14537,0,1,0,1,0,0,0
14538,1,0,0,1,0,0,1
14539,1,0,1,1,1,0,1
14540,1,1,0,0,0,0,1
14541,1,1,0,0,0,0,1
14542,1,0,0,0,0,1,1
14543,1,1,0,0,0,1,1
14568,1,0,0,1,0,0,1
14569,1,0,0,1,0,0,0
14570,1,0,0,0,1,0,0
14571,1,1,0,1,0,0,0
14576,1,1,0,1,0,0,0
14577,1,0,0,1,0,0,0
14578,1,0,0,1,0,0,0
14579,1,1,0,1,0,0,0
14580,1,0,1,1,1,1,0
14581,1,1,0,1,0,0,0
14583,1,1,1,1,0,0,1
14584,1,0,0,1,0,0,0
14585,1,0,0,1,1,0,0
14586,1,0,0,0,1,0,0
14587,1,0,0,1,0,0,0
14588,0,0,1,1,1,0,1
14589,0,0,0,1,0,0,0
14590,1,0,0,0,0,0,0
14626,1,0,0,0,0,0,0
14627,1,0,0,1,0,0,0
14635,1,0,0,0,0,0,0
14637,0,0,0,1,0,1,0
14639,0,0,0,1,0,0,0
14640,0,0,0,1,0,0,0
14641,0,0,1,0,0,1,0
14643,1,0,0,1,0,0,0
14644,0,0,1,1,0,1,0
14649,1,0,0,1,0,0,0
14650,0,1,1,1,1,1,0
14652,0,0,1,0,0,0,0
14653,0,1,0,1,1,0,1
14656,0,0,1,0,0,0,0
14658,1,1,1,1,0,0,0
14659,1,1,0,1,0,1,0
14664,1,1,0,0,1,0,0
14665,0,0,1,0,1,0,1
14666,0,1,1,0,0,0,1
14685,0,1,1,0,0,0,1
14689,0,1,1,1,0,0,1
14691,0,1,1,1,0,0,1
14694,1,1,0,0,0,1,0
14716,0,1,0,0,0,0,0
14717,0,0,1,0,1,0,0
14718,0,0,1,1,0,0,0
14719,1,0,0,1,1,0,0
14721,0,0,0,0,0,0,0
14722,0,0,0,0,0,0,0
14723,0,0,0,0,0,0,0
14724,0,0,0,1,1,0,0
14725,0,0,0,0,1,0,0
14726,0,0,1,1,0,0,0
14727,0,0,0,1,0,0,0
14728,0,0,0,1,1,0,0
14729,0,0,0,0,1,0,0
14730,1,0,0,0,0,0,0
14733,1,0,1,0,1,0,0
14734,0,0,0,0,0,0,0
14735,0,0,0,0,1,0,0
14736,0,0,0,0,0,0,0
14737,0,0,0,0,1,0,0
14738,1,0,0,1,0,0,0
14739,0,0,0,1,0,0,0
14740,1,0,0,1,1,0,0
14741,0,1,0,1,1,0,1
14742,0,0,1,0,1,0,1
14743,0,0,0,0,1,0,0
14744,0,0,1,0,1,0,0
14745,1,0,0,0,0,0,0
14773,1,0,0,0,0,0,0
14775,0,0,1,1,1,0,0
14776,0,0,1,1,1,0,0
14778,0,0,1,0,1,0,0
14780,0,0,1,1,1,0,0
14782,0,0,1,1,0,0,0
14783,0,0,1,1,1,0,0
14791,0,1,0,1,0,1,0
14793,0,1,0,1,0,0,0
14794,0,1,0,1,0,1,1
14795,0,1,0,1,0,1,0
14796,0,1,0,1,0,0,0
14797,0,1,1,1,0,0,0
14799,0,1,0,1,0,0,0
14800,0,1,0,1,1,0,0
14801,0,1,0,1,0,0,0
14802,1,0,1,1,0,0,0
14803,0,1,0,1,0,0,0
14819,0,1,0,1,0,0,0
14820,0,1,0,1,0,0,0
14821,0,1,0,1,0,0,0
14822,0,1,0,1,0,0,0
14824,0,1,0,1,0,0,0
14858,0,0,0,1,0,1,0
14859,0,1,0,1,1,0,0
14862,0,1,1,1,0,1,1
14863,0,1,0,1,0,0,0
14866,0,1,1,1,0,0,1
14867,0,1,0,1,0,0,0
14868,0,1,0,1,0,0,0
14869,0,0,0,1,0,0,0
14870,0,1,0,1,0,0,0
14871,0,1,1,1,0,0,0
14874,0,1,0,1,0,0,0
14876,0,1,0,1,0,1,0
14877,0,1,0,1,0,0,0
14879,0,1,0,1,0,0,0
14909,0,0,0,1,0,1,0
14918,1,1,1,1,0,0,0
14920,1,0,0,1,1,0,0
14921,0,0,1,1,0,0,0
14922,0,1,1,1,0,0,0
14944,0,1,0,1,0,0,0
14945,0,1,1,1,0,1,0
14946,0,1,0,1,0,0,0
14949,1,1,0,1,0,0,0
14960,0,1,1,1,0,0,1
14961,0,1,0,0,0,1,1
14973,0,1,1,1,0,0,0
14974,0,0,1,0,0,0,0
14975,0,1,1,0,0,0,0
14994,0,1,1,1,0,0,0
14995,0,1,1,1,0,0,0
14996,0,1,1,1,0,0,1
14997,0,1,0,1,0,0,0
15002,0,1,1,1,0,0,1
15010,0,1,0,1,0,0,0
15011,0,1,1,1,0,1,1
15022,0,1,1,1,0,0,1
15023,0,1,0,1,1,0,0
15036,1,0,0,1,0,0,0
15037,1,0,0,1,0,0,0
15089,0,1,1,1,0,0,1
15090,0,1,1,0,0,0,1
15091,0,1,1,1,1,0,0
15092,0,0,1,1,0,0,1
15093,0,1,0,1,0,0,0
15124,0,0,1,1,1,0,0
15130,0,0,1,1,1,0,0
15136,0,0,0,1,0,0,0
15139,1,0,0,1,0,0,0
15140,1,0,0,1,0,0,0
15141,1,0,0,1,0,0,0
15142,1,0,0,1,0,0,0
15143,0,0,0,1,0,1,1
15144,0,1,0,1,0,0,1
15145,0,1,0,1,1,0,0
15146,1,1,0,1,0,0,1
15147,0,0,0,0,0,0,0
15148,0,1,1,1,0,0,1
15149,0,1,0,0,0,0,0
15150,0,1,0,1,0,0,1
15152,0,1,0,1,0,0,1
15153,0,1,0,0,0,0,0
15154,0,1,0,1,0,0,0
15155,1,0,0,0,0,0,0
15156,1,0,1,1,0,0,0
15201,0,0,1,0,0,1,0
15202,0,0,0,0,0,1,0
15203,0,1,0,0,0,1,0
15204,0,1,0,0,0,1,1
15207,0,0,0,1,0,1,0
15208,0,0,0,0,0,0,1
15209,0,1,0,0,0,1,1
15210,0,0,0,0,0,1,1
15211,0,0,0,0,0,1,0
15213,1,0,0,0,0,1,0
15225,0,0,0,1,0,0,0
15226,0,0,0,1,0,0,0
15227,1,0,1,1,0,0,0
15228,0,0,1,1,0,0,0
15229,1,0,1,1,0,0,0
15232,1,0,1,1,0,0,0
15233,0,0,1,1,0,0,0
15271,0,0,0,0,0,0,1
15272,0,1,0,1,0,0,1
15273,0,0,0,0,0,0,0
15274,0,0,0,0,0,0,0
15275,0,0,0,1,0,0,1
15276,0,0,0,1,0,0,0
15277,0,0,0,0,0,0,0
15278,0,0,0,0,0,0,1
15279,0,0,0,0,0,0,0
15280,0,0,0,1,0,0,1
15297,0,0,1,0,0,0,1
15298,0,0,1,0,1,0,1
15299,0,0,1,1,0,0,0
15300,0,0,1,1,1,0,1
15302,0,0,1,1,0,0,1
15303,0,0,1,1,1,0,1
15304,0,0,1,1,0,0,0
15305,0,0,1,1,0,0,0
15306,0,0,1,1,0,0,1
15308,0,0,1,0,0,0,1
15310,0,0,1,1,0,0,1
15357,1,0,0,0,0,0,0
15358,1,0,0,1,0,0,0
15359,1,0,0,0,1,0,0
15360,1,1,0,0,0,0,0
15361,1,1,0,1,0,0,0
15362,0,0,0,1,0,0,0
15363,1,0,0,0,0,0,0
15364,1,0,0,1,0,0,0
15365,1,0,0,1,0,0,0
15366,1,0,0,1,0,0,0
15367,1,0,0,0,1,0,1
15435,1,1,0,0,0,0,1
15436,1,1,0,0,0,0,1
15437,1,0,0,1,0,0,1
15438,1,1,0,0,0,0,1
15439,1,1,0,0,0,0,1
15440,1,1,0,1,0,0,1
15441,1,1,0,1,0,0,0
15442,1,1,0,1,0,0,1
15443,1,0,0,1,0,0,1
15444,1,1,0,0,0,0,1
15445,1,0,0,1,0,1,1
15446,1,1,0,1,0,0,1
15481,1,0,0,0,0,1,0
15482,0,1,0,0,1,0,1
15483,0,0,0,0,0,1,0
15484,0,0,0,0,0,1,1
15485,0,0,0,0,1,0,1
15492,0,1,0,1,0,0,1
15493,0,1,0,1,0,0,1
15494,1,0,0,0,1,0,1
15496,0,0,0,1,0,0,0
15497,0,0,1,1,0,0,0
15498,1,0,1,0,1,0,0
15525,0,1,0,1,0,0,1
15526,1,1,1,1,0,0,1
15527,1,0,0,1,0,0,1
15528,0,0,0,0,0,0,0
15529,1,0,0,1,0,1,0
15530,1,1,0,1,0,0,0
15545,1,0,0,0,0,1,0
15546,1,0,0,0,0,0,1
15547,1,0,1,0,1,0,1
15548,1,0,1,0,0,0,1
15549,1,0,1,0,0,0,1
15551,1,0,1,0,0,0,1
15552,1,0,1,0,0,0,1
15553,1,0,1,0,1,0,0
15557,0,1,1,0,0,0,0
15559,0,1,1,1,0,0,1
15564,0,1,1,1,0,0,1
15601,1,0,1,1,0,0,1
15602,1,0,1,1,0,0,0
15604,1,0,1,1,1,0,0
15606,1,0,1,1,0,0,0
15607,1,0,1,1,0,0,1
15608,1,0,1,0,1,0,0
15609,1,0,1,0,0,0,0
15612,1,0,1,1,0,0,0
15614,1,0,0,1,0,0,0
15621,1,0,0,1,0,0,0
15627,1,0,0,1,0,0,0
15628,1,0,0,1,0,0,0
15629,1,0,0,1,0,0,0
15630,1,0,0,1,0,0,0
15633,1,1,0,1,0,0,0
15634,0,0,0,1,0,0,0
15635,1,0,0,1,0,0,0
15636,1,0,0,0,0,1,0
15637,1,1,0,1,0,0,0
15638,0,1,0,1,0,0,0
15639,1,1,0,1,0,1,1
15640,1,0,0,0,0,0,0
15642,0,0,0,1,0,0,0
15643,0,1,0,1,0,0,1
15644,1,1,0,1,0,0,0
15645,1,0,0,1,0,0,0
15646,0,0,0,0,0,0,0
15647,1,1,1,1,1,0,1
15648,1,1,0,1,0,0,0
15649,1,1,0,1,0,0,0
15689,0,1,0,0,0,0,0
15690,0,0,1,0,0,0,1
15691,0,0,1,0,0,0,1
15692,0,0,1,0,0,0,1
15694,0,0,1,0,0,0,1
15738,0,0,0,0,0,0,1
15740,0,1,0,1,0,0,0
15741,1,1,1,1,1,0,0
15742,0,1,0,1,0,0,0
15743,0,1,1,0,0,0,1
15745,0,1,1,0,0,0,1
15746,1,1,1,1,0,0,0
15747,0,1,1,1,1,1,1
15748,0,1,0,1,1,0,0
15763,1,0,0,1,0,0,0
15857,1,0,0,0,0,1,1
15858,0,0,1,0,0,1,0
15859,0,0,1,0,0,1,1
15860,0,0,1,0,1,0,1
15861,0,1,1,0,0,0,0
15863,0,1,1,0,0,0,1
15865,0,0,0,0,1,0,1
15866,0,0,1,0,0,1,0
15867,0,0,1,0,0,0,1
15868,0,1,0,0,1,0,0
15869,1,1,0,0,0,1,1
15870,0,0,0,0,0,0,0
15871,0,0,0,0,1,1,0
15872,1,0,1,1,0,0,0
15879,1,0,0,0,0,0,0
15881,0,0,0,0,1,0,0
15882,0,0,0,1,0,0,0
15883,1,0,0,1,0,0,0
15884,1,0,0,1,0,0,0
15885,0,0,0,1,1,0,0
15886,0,0,0,1,0,0,0
15893,1,1,0,1,0,0,0
15894,1,0,0,1,0,0,0
15901,0,1,1,1,0,0,0
15902,0,0,1,1,1,0,1
15904,0,1,1,0,0,0,1
15905,0,1,1,0,0,0,1
15906,0,1,1,1,0,0,0
15907,0,1,1,1,0,0,0
15908,0,1,1,0,0,0,1
15909,0,1,1,1,0,0,1
15910,0,1,1,1,0,0,0
15913,1,0,0,1,0,0,0
15951,0,0,0,0,0,0,0
15952,1,1,0,0,0,0,1
15953,1,1,1,1,0,0,1
15954,0,0,0,1,0,0,0
15955,0,1,0,1,0,0,0
15956,0,1,0,0,0,0,0
15957,0,1,0,1,0,0,0
15958,1,1,0,0,0,0,1
15959,1,0,0,1,1,0,0
15960,0,1,0,1,0,1,1
15961,0,1,0,1,0,1,0
15962,0,1,0,1,0,0,0
15963,1,1,0,1,0,0,0
15964,0,1,0,1,0,0,1
15965,0,1,0,1,0,1,1
15966,0,1,0,0,0,0,1
15967,0,0,0,1,0,1,1
15968,0,1,1,1,0,0,0
15970,0,1,1,1,0,0,1
15972,1,0,0,0,0,0,0
15973,1,1,0,1,0,0,1
15974,0,1,1,1,0,0,1
15975,1,0,0,0,0,0,0
15977,1,0,0,1,0,0,0
15978,0,1,0,1,0,1,1
15979,1,0,0,1,0,0,0
15981,0,1,1,0,0,0,1
15982,1,0,0,1,0,0,0
15984,1,1,0,0,1,1,1
15985,0,1,0,0,1,0,0
15986,0,1,0,1,0,0,1
15987,0,1,0,1,0,0,1
15988,0,1,0,0,0,0,1
15989,0,1,0,0,1,1,1
15990,0,1,1,1,0,0,0
15991,0,1,0,1,0,0,1
15992,0,1,1,0,1,0,1
15993,0,1,1,0,0,1,1
15994,0,1,0,0,1,1,1
15995,0,1,0,0,0,0,0
15996,0,1,0,1,0,0,0
15997,0,0,0,1,0,1,0
16016,0,1,0,0,1,0,0
16017,0,0,0,0,1,0,0
16018,1,0,1,1,0,0,0
16019,0,0,1,0,0,0,0
16020,0,0,1,1,0,0,0
16021,0,0,1,0,0,0,0
16022,1,0,1,0,1,1,0
16023,0,0,0,0,0,0,0
16024,0,0,1,0,1,0,0
16030,0,1,1,1,0,1,0
16031,0,0,1,1,0,1,1
16032,0,0,1,0,0,1,0
16033,0,1,1,0,0,1,0
16036,1,0,0,0,1,0,0
16037,1,0,0,1,0,0,0
16038,1,1,0,1,1,0,0
16039,1,0,0,1,0,0,0
16045,1,0,0,1,0,0,0
16047,0,1,0,0,0,1,0
16048,0,1,0,0,0,0,1
16049,0,1,0,0,0,0,0
16050,0,1,0,1,0,1,0
16051,0,1,1,1,0,0,0
16052,0,1,1,1,0,1,0
16053,0,1,1,1,0,0,0
16054,0,1,0,0,0,1,0
16055,0,1,0,0,0,0,0
16056,0,1,0,1,0,1,0
16057,0,1,0,1,0,0,1
16058,0,0,0,0,0,0,1
16061,0,1,0,1,0,0,0
16062,0,0,0,1,0,0,0
16063,1,0,0,1,0,0,0
16100,0,1,0,1,0,1,0
16101,0,0,1,0,0,0,0
16102,0,0,1,1,0,0,0
16103,0,0,1,0,1,0,1
16106,0,1,1,0,0,0,1
16107,0,0,1,1,1,0,0
16109,1,1,1,0,0,0,0
16110,0,1,1,0,0,0,1
16111,1,0,0,1,0,0,0
16112,0,1,0,0,0,1,1
16113,0,0,1,0,0,0,0
16114,1,0,0,0,0,0,0
16115,1,1,0,0,0,1,1
16116,1,1,0,0,0,0,0
16117,1,0,0,0,0,1,1
16118,1,1,0,0,0,1,1
16119,1,0,0,0,0,0,0
16120,0,0,0,0,0,1,1
16121,1,0,0,0,0,1,1
16122,1,1,0,0,0,1,1
16123,1,1,0,0,0,0,1
16124,1,1,0,0,0,1,1
16125,0,1,1,1,0,0,0
16126,0,1,1,1,0,0,1
16127,0,0,0,1,0,0,0
16128,0,0,0,1,0,0,0
16155,0,1,0,0,0,0,1
16156,0,0,0,1,0,0,1
16157,0,0,0,1,0,0,0
16158,1,0,0,1,0,0,0
16160,0,1,0,0,0,1,1
16161,1,1,0,0,0,1,1
16162,0,1,0,1,0,0,0
16163,0,1,0,0,0,0,1
16164,1,1,0,0,0,0,1
16165,0,0,0,1,0,0,1
16232,1,0,0,0,1,1,0
16234,1,0,0,0,0,0,0
16235,0,0,0,1,0,0,0
16236,1,0,1,1,0,1,0
16237,1,0,0,0,0,0,0
16238,1,0,0,0,0,0,0
16241,0,0,1,0,0,0,1
16242,0,0,0,0,1,0,0
16271,1,0,0,0,0,0,0
16277,1,0,0,1,0,0,0
16286,1,0,0,0,1,0,0
16301,1,1,0,1,0,0,1
16304,0,0,0,0,1,0,1
16334,1,0,0,1,1,0,0
16337,1,1,0,0,0,0,0
16338,1,1,0,0,0,0,0
16339,1,1,0,1,0,0,1
16340,1,1,0,0,0,0,1
16342,1,0,0,0,0,0,0
16343,0,0,0,1,0,0,0
16351,1,0,0,1,1,0,0
16352,1,1,0,1,1,0,1
16353,1,0,0,1,1,0,1
16354,1,0,0,0,0,0,0
16374,1,0,0,1,1,1,1
16376,1,0,0,1,1,1,1
16377,1,1,0,1,0,1,1
16379,1,0,0,1,1,1,1
16380,1,1,0,1,1,0,1
16381,1,0,0,1,1,1,1
16383,1,0,0,0,1,0,1
16384,1,0,0,1,0,1,0
16385,1,1,0,1,0,1,1
16386,1,1,0,1,1,1,1
16387,1,0,0,1,0,1,1
16388,1,0,0,1,1,1,1
16391,1,0,0,0,1,0,1
16392,1,0,0,1,1,0,1
16393,1,0,0,0,1,1,1
16394,1,0,0,1,1,0,1
16396,1,0,0,0,1,0,0
16397,1,0,0,1,0,0,0
16398,1,0,0,1,0,0,0
16399,1,1,0,1,1,0,1
16400,1,0,0,1,1,1,1
16401,1,0,0,1,1,0,0
16402,1,0,0,1,1,0,1
16403,1,0,0,1,1,0,0
16404,1,0,0,1,1,0,0
16406,1,0,0,1,1,0,0
16420,1,0,0,0,0,0,1
16421,1,0,0,1,1,0,1
16422,1,0,0,1,1,0,1
16423,1,0,0,1,1,0,0
16424,1,1,0,1,0,0,1
16425,1,0,0,1,1,0,1
16426,1,0,0,1,1,0,0
16427,1,0,0,1,1,0,0
16428,1,1,0,1,1,0,1
16430,1,0,0,1,1,0,1
16431,1,0,0,1,1,0,1
16432,1,0,0,1,1,0,1
16506,0,0,0,1,0,1,0
16507,0,0,0,1,0,0,0
16509,0,0,0,1,0,0,0
16510,1,0,0,1,0,1,0
16511,1,0,0,0,1,0,0
16513,1,0,0,0,1,0,0
16534,0,1,1,1,0,0,1
16535,1,1,1,1,0,0,1
16546,0,0,1,0,1,0,0
16576,0,0,1,1,0,1,1
16577,0,1,1,1,0,0,0
16578,0,1,1,1,0,1,1
16579,0,0,1,0,0,0,1
16580,0,0,1,1,0,0,1
16581,0,1,1,1,0,0,0
16582,0,1,0,1,0,0,1
16583,0,1,0,1,0,1,1
16584,0,1,0,1,1,0,0
16585,0,1,0,1,0,0,1
16586,0,1,1,1,0,0,1
16587,0,1,0,1,0,1,1
16588,0,1,1,1,0,0,0
16589,0,1,0,1,0,0,1
16590,1,1,1,1,0,0,1
16591,0,1,0,0,0,0,0
16592,1,1,0,1,0,0,0
16593,1,0,0,0,1,0,0
16594,1,0,0,1,0,0,0
16595,1,0,0,0,0,0,0
16596,1,0,0,0,0,0,0
16618,1,1,1,1,0,0,1
16619,0,0,0,0,1,1,0
16620,0,0,0,0,0,0,0
16621,1,0,0,1,0,1,0
16622,0,1,0,1,0,0,1
16623,1,0,0,0,1,0,0
16650,0,1,1,0,1,0,1
16651,1,1,1,1,1,0,1
16652,0,1,1,0,0,0,1
16653,0,0,0,0,0,0,0
16654,0,1,1,0,1,0,0
16655,0,1,0,1,0,0,1
16656,0,0,1,1,0,0,0
16657,0,0,1,1,0,0,0
16658,0,1,1,0,1,0,0
16663,0,1,1,1,0,0,1
16664,1,0,0,0,0,0,0
16665,0,0,1,0,0,0,1
16666,0,1,1,1,0,0,1
16667,1,1,0,0,0,0,0
16672,0,1,1,0,1,0,1
16674,0,1,1,0,1,0,1
16675,0,1,0,0,0,0,0
16680,0,1,1,1,0,0,1
16681,0,1,1,1,0,0,1
16682,0,1,1,0,0,0,1
16683,0,1,0,1,0,0,0
16684,1,1,0,1,1,0,0
16685,0,1,0,0,0,0,1
16686,0,1,0,0,0,0,0
16687,0,1,0,1,0,1,1
16688,0,1,0,1,0,0,0
16689,0,1,0,1,0,0,0
16690,0,0,1,0,1,0,1
16691,0,1,1,0,0,0,1
16692,0,0,1,0,1,0,0
16693,0,1,1,0,0,0,1
16694,0,0,1,0,0,0,0
16695,0,0,1,0,0,0,0
16696,0,0,1,1,0,0,0
16697,0,1,0,1,0,0,0
16698,0,1,1,0,0,0,1
16699,0,0,1,0,0,0,1
16700,0,0,1,0,1,0,1
16701,0,0,1,0,0,0,1
16702,0,1,0,1,0,0,1
16703,0,1,1,0,0,0,0
16704,1,1,0,1,0,0,1
16705,0,1,0,1,0,0,0
16706,0,0,0,1,0,0,1
16708,1,1,1,1,0,0,1
16709,1,0,0,1,0,0,0
16710,0,1,1,1,0,0,0
16711,0,1,0,0,0,1,1
16712,1,0,0,1,0,0,0
16715,0,1,1,0,0,0,1
16716,0,0,0,0,0,0,0
16717,1,0,0,0,0,0,0
16718,0,1,0,1,0,1,1
16719,0,0,0,1,0,0,1
16720,1,0,0,1,0,0,0
16721,1,0,0,0,0,0,0
16722,1,0,0,1,0,0,0
16723,1,0,0,0,0,1,0
16738,0,1,1,1,0,0,1
16739,0,1,1,0,0,0,1
16740,0,1,0,1,0,0,0
16741,0,1,1,1,0,0,1
16742,0,0,1,1,0,0,0
16748,1,1,0,0,0,0,1
16749,0,1,0,1,0,0,0
16751,0,1,0,1,0,0,1
16752,0,0,1,1,0,1,0
16798,0,1,0,1,0,0,1
16800,0,0,1,1,1,0,0
16801,0,0,1,0,0,0,0
16802,0,1,1,1,0,0,0
16803,0,1,1,1,0,0,1
16804,0,0,0,1,0,0,1
16805,0,1,1,1,0,0,0
16806,0,1,1,1,0,0,1
16807,0,0,0,1,0,0,0
16808,0,1,0,1,0,0,0
16819,1,0,1,1,0,0,1
16820,1,0,1,1,0,0,1
16821,1,0,0,1,0,0,1
16822,0,0,0,1,0,0,1
16823,1,1,0,1,0,0,0
16824,0,0,1,1,0,0,0
16825,1,1,1,1,0,0,0
16826,1,1,0,1,0,0,0
16827,1,1,0,1,0,0,1
16828,1,1,0,1,0,0,0
16829,0,0,0,1,0,0,0
16879,0,1,1,1,0,0,1
16880,0,0,0,0,0,0,0
16897,0,1,0,0,0,0,0
16898,0,1,1,1,0,0,0
16899,0,0,1,0,0,0,0
16906,0,1,1,0,0,0,1
16907,0,1,0,0,0,0,1
16908,1,1,1,1,0,0,1
16909,0,0,1,0,1,0,0
16927,1,0,0,1,0,0,0
16928,1,0,0,1,0,0,0
16929,1,0,0,1,0,0,0
16949,1,0,0,0,1,0,0
16982,1,1,1,1,0,0,1
16983,1,0,0,1,0,0,1
16985,1,0,0,1,0,0,0
16987,1,0,0,1,0,0,0
16989,1,0,0,1,0,0,0
16992,1,0,0,1,0,0,0
17021,0,0,0,1,0,0,0
17130,0,0,0,0,0,0,1
17132,1,0,0,0,1,0,0
17133,0,0,1,0,0,0,1
17259,0,0,1,1,0,0,0
17321,1,0,0,1,0,0,0
17322,1,0,0,1,0,0,0
17323,1,0,0,1,0,0,1
17324,1,0,0,1,0,0,0
17325,0,1,0,1,0,0,1
17347,0,0,0,0,1,0,0
17348,1,0,0,0,1,0,0
17349,1,0,0,1,0,0,0
17350,1,0,0,1,1,0,0
17351,1,0,0,0,0,0,1
17368,1,0,0,0,0,0,0
17369,0,1,0,1,0,0,1
17370,1,0,0,0,0,0,0
17371,1,0,0,0,1,0,0
17372,1,0,0,0,0,0,0
17373,1,0,0,1,0,0,0
17374,1,1,0,0,0,0,0
17375,1,0,0,0,0,0,0
17376,1,0,0,1,0,0,0
17377,1,0,0,0,0,0,1
17378,1,0,0,0,0,0,0
17389,1,1,0,0,0,0,1
17390,1,1,0,0,0,0,1
17391,0,0,0,0,0,0,1
17392,1,1,0,0,0,0,1
17393,0,1,0,0,0,0,1
17394,1,1,0,0,0,0,1
17439,0,0,0,1,0,0,1
17440,1,0,0,1,0,0,0
17441,1,1,0,1,0,0,1
17442,0,0,0,1,1,0,0
17444,1,0,0,1,0,0,1
17445,1,0,0,1,0,0,0
17446,1,0,0,1,1,0,0
17447,1,0,0,0,1,1,1
17448,1,0,1,1,0,0,1
17449,1,0,0,0,0,0,0
17450,1,1,0,1,0,1,1
17451,1,1,0,1,0,0,0
17452,0,0,0,0,0,0,1
17453,1,0,1,1,0,0,1
17454,1,0,1,0,1,0,0
17455,1,0,1,0,1,0,1
17457,0,0,1,0,1,0,0
17458,0,1,0,1,0,1,0
17459,0,0,0,1,0,0,0
17460,1,0,0,1,0,0,0
17461,1,0,0,1,0,0,0
17462,1,0,0,1,0,0,1
17464,1,0,0,1,0,1,0
17465,1,0,0,1,0,0,0
17488,0,1,0,1,1,0,1
17489,0,0,0,0,0,1,0
17491,1,0,0,0,1,1,0
17492,0,1,0,0,1,0,0
17493,0,0,1,0,1,0,0
17494,1,1,0,0,0,1,1
17495,0,0,0,0,1,1,1
17496,0,0,0,0,0,0,0
17497,0,0,0,0,0,1,0
17498,0,0,0,1,0,0,0
17499,0,1,0,1,0,0,0
17500,1,1,0,0,1,1,1
17574,0,1,1,1,0,0,1
17575,1,0,1,1,0,0,0
17576,0,0,0,1,0,0,1
17577,0,0,0,1,0,0,0
17578,1,0,0,1,0,0,0
17579,0,0,1,1,1,0,0
17580,1,0,0,1,1,0,0
17581,0,0,0,1,0,0,0
17584,1,0,0,0,1,0,0
17586,0,0,0,0,0,0,1
17587,0,0,1,0,1,0,1
17589,0,1,1,1,0,0,1
17590,0,1,1,1,1,0,1
17591,1,1,0,1,0,0,0
